1.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
1.0000000000000000e+000	6.9733949301639256e-024	0.0000000000000000e+000	0.0000000000000000e+000	0.0000000000000000e+000	
1.0000000000000000e+000	2.3402688566776755e-022	1.8895189583358899e-065	0.0000000000000000e+000	0.0000000000000000e+000	
1.0000000000000000e+000	1.7240515346238056e-020	4.4625867308075621e-063	8.5277214927120215e-101	0.0000000000000000e+000	
1.0000000000000000e+000	7.7738830024127223e-018	1.0598481207936435e-060	8.0169496321629698e-099	6.8991759574035089e-147	
9.9999999999959066e-001	4.0923420086511906e-013	8.6111221525902482e-058	1.0713009156996840e-093	1.6383274727956951e-143	
9.9999950486290012e-001	4.9513709993668189e-007	4.9747114776768466e-051	5.5339606107446721e-086	5.4020714153295290e-140	
2.8376716775220180e-006	9.9999716232832248e-001	3.6353114802158295e-025	1.1388759489592328e-056	5.8387781272192786e-139	
7.7762416072613546e-012	9.9999999990417110e-001	8.8052618651372170e-011	2.0091309115827170e-036	3.2180072224867060e-108	
1.4070148389357710e-041	9.6585793385052432e-001	3.4142066149475681e-002	2.5078439626780796e-059	1.2422286692767065e-085	
2.0397226703541049e-071	8.7545000961212094e-001	1.2454999038787906e-001	1.9466792117909779e-050	6.6101115165093512e-108	
3.1648351983483698e-111	6.3575247947007307e-001	3.6424752052992687e-001	2.4293826160560339e-049	1.9614081987345857e-098	
3.6184693797054791e-141	1.8568136008869628e-011	9.9999999998143196e-001	1.1319974767752508e-026	1.3765076839892651e-097	
4.1410976479370556e-171	5.4220824156033914e-022	1.0000000000000000e+000	7.7883125728710544e-026	2.6141603473327502e-074	
4.7451095802024608e-201	1.5833028277671804e-032	1.0000000000000000e+000	2.1992746156911543e-025	6.5739175498829111e-073	
5.4445739796144966e-231	4.6234049068134114e-043	1.0000000000000000e+000	6.8754006197305602e-025	6.0340507909292792e-072	
6.2563868002755195e-261	1.3500813686488579e-053	1.0000000000000000e+000	2.2966969955532794e-024	5.5490650507751535e-071	
7.0302592070796498e-290	3.9423759280898886e-064	1.0000000000000000e+000	7.7529826526246987e-024	5.1129221099804458e-070	
8.3994549642098021e-310	1.2277592514946136e-073	1.0000000000000000e+000	2.2344997343523439e-023	4.7130955486101444e-069	
0.0000000000000000e+000	1.1140062519969161e-073	1.0000000000000000e+000	2.7481536415058838e-044	1.7330659114631178e-067	
0.0000000000000000e+000	8.0920020625252857e-074	1.0000000000000000e+000	3.9874889158912365e-043	1.8954806206120237e-088	
0.0000000000000000e+000	2.3629510931839998e-084	1.0000000000000000e+000	1.7559906295618647e-020	3.7032029974791498e-088	
0.0000000000000000e+000	6.9000714044268785e-095	1.0000000000000000e+000	1.9989016903155903e-019	2.4455284646387544e-065	
0.0000000000000000e+000	2.0148955782722497e-105	1.0000000000000000e+000	5.7559458982798531e-018	2.2804007220172914e-064	
0.0000000000000000e+000	5.8837136444796693e-116	9.9999999999999256e-001	7.5346628574538713e-015	2.3382952482975179e-063	
