9.999989e-001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	
8.571410e-001	7.808862e-008	0.000000e+000	0.000000e+000	0.000000e+000	
7.346915e-001	6.693307e-008	1.745467e-038	0.000000e+000	0.000000e+000	
6.297350e-001	5.737114e-008	1.496113e-038	1.201588e-069	0.000000e+000	
5.397723e-001	4.917522e-008	1.282382e-038	1.029932e-069	1.240165e-100	
4.626615e-001	4.215014e-008	1.099183e-038	8.827981e-070	1.062998e-100	
3.965666e-001	3.612866e-008	9.421560e-039	7.566833e-070	9.111399e-101	
3.906032e-007	2.532695e-002	7.750709e-018	4.017169e-040	7.809763e-101	
3.847295e-013	8.791788e-003	5.433410e-012	3.304750e-019	4.146138e-071	
3.297682e-043	3.774710e-003	3.417711e-004	3.740390e-043	3.410848e-050	
2.826585e-073	1.620653e-003	2.020847e-004	2.352770e-035	3.860477e-074	
2.422787e-103	6.958193e-004	9.572702e-005	1.391161e-035	2.428304e-066	
2.076675e-133	1.562935e-014	2.021179e-004	2.222342e-013	1.435824e-066	
1.780007e-163	3.510633e-025	1.554727e-004	4.692250e-013	2.293689e-044	
1.525721e-193	7.885511e-036	1.195924e-004	3.609363e-013	4.842893e-044	
1.307761e-223	1.771227e-046	9.199261e-005	2.776386e-013	3.725240e-044	
1.120938e-253	3.978494e-057	7.076236e-005	2.135646e-013	2.865521e-044	
9.608042e-284	8.936412e-068	5.443168e-005	1.642777e-013	2.204210e-044	
8.235465e-314	2.007279e-078	4.186982e-005	1.263654e-013	1.695518e-044	
0.000000e+000	8.618150e-079	6.780465e-006	2.882340e-036	1.304223e-044	
0.000000e+000	3.700160e-079	1.098039e-006	4.667707e-037	2.974876e-067	
0.000000e+000	8.311223e-090	8.446315e-007	2.549143e-015	4.817562e-068	
0.000000e+000	1.866850e-100	6.497057e-007	1.960847e-015	2.630982e-046	
0.000000e+000	4.193280e-111	4.997652e-007	1.508318e-015	2.023799e-046	
0.000000e+000	9.418859e-122	3.844284e-007	1.160225e-015	1.556742e-046	
0.000000e+000	2.115645e-132	2.957092e-007	8.924661e-016	1.197474e-046	
0.000000e+000	7.344054e-133	2.642741e-016	1.260846e-008	9.211184e-047	
0.000000e+000	2.549347e-133	2.361808e-025	7.003348e-009	1.301325e-039	
0.000000e+000	8.849567e-134	2.110738e-034	3.889998e-009	7.228188e-040	
0.000000e+000	6.871478e-164	1.965434e-064	7.202310e-010	7.531864e-022	
