1.165022e-035	9.486383e-035	1.551447e-026	2.021253e-025	1.292648e-045	
8.795435e-041	5.119075e-035	2.410241e-026	3.140112e-025	5.304334e-044	
4.812726e-047	1.320804e-040	3.736224e-026	4.867637e-025	3.098139e-042	
3.844752e-034	2.468069e-033	1.733520e-025	2.258473e-024	1.069345e-040	
2.389720e-034	1.913044e-033	2.674587e-025	3.484526e-024	4.398343e-039	
2.627733e-040	9.963397e-034	4.116102e-025	5.362583e-024	2.205504e-037	
1.552136e-045	3.627759e-040	6.317749e-025	8.230975e-024	1.390799e-034	
4.606106e-044	2.529923e-038	5.802027e-024	7.559093e-023	1.303258e-030	
3.695510e-043	8.918139e-041	1.844614e-023	3.460894e-022	1.024297e-021	
9.129598e-042	1.902244e-039	1.319753e-030	3.201702e-021	3.100700e-020	
1.046901e-040	2.100541e-038	8.787063e-030	2.120925e-020	2.053994e-019	
1.293350e-039	2.405761e-037	5.832118e-029	1.400248e-019	1.356044e-018	
1.397445e-038	3.026950e-036	1.230592e-027	9.212440e-019	8.921502e-018	
1.311651e-037	3.409074e-035	1.052367e-018	1.975001e-017	5.848472e-017	
1.296360e-036	6.732745e-034	7.579622e-026	1.802706e-016	1.745756e-015	
4.923562e-036	2.971704e-033	4.981391e-025	1.176688e-015	1.139497e-014	
1.593950e-035	1.128752e-032	1.489435e-030	7.645980e-015	7.404199e-014	
2.419836e-034	1.793121e-031	2.369754e-029	7.417228e-014	7.182554e-013	
2.415132e-033	2.722661e-030	3.755005e-028	7.159763e-013	6.933106e-012	
8.232284e-033	2.717942e-029	5.701667e-027	6.875444e-012	6.657656e-011	
2.380221e-032	9.264605e-029	5.651255e-026	6.566542e-011	6.358405e-010	
4.236783e-031	1.816584e-027	1.228526e-024	2.494291e-009	2.415176e-008	
1.785011e-030	7.653504e-027	5.175939e-024	6.278442e-009	6.079153e-008	
7.520483e-030	3.224520e-026	2.180690e-023	1.570375e-008	1.520489e-007	
3.168477e-029	1.358532e-025	9.187529e-023	3.901678e-008	3.777628e-007	
1.334920e-028	5.723671e-025	3.870825e-022	9.625717e-008	9.319399e-007	
5.624191e-028	2.411456e-024	1.630828e-021	2.357066e-007	2.281983e-006	
2.369544e-027	1.015978e-023	6.870890e-021	5.726309e-007	5.543706e-006	
9.983196e-027	4.280445e-023	2.894795e-020	1.379534e-006	1.335491e-005	
4.206050e-026	1.803407e-022	1.219614e-019	3.293929e-006	3.188636e-005	
1.772062e-025	7.597986e-022	5.138393e-019	7.790560e-006	7.541184e-005	
7.465788e-025	3.201128e-021	2.164871e-018	1.823971e-005	1.765497e-004	
3.143088e-024	1.348652e-020	9.120879e-018	4.224307e-005	4.088656e-004	
1.286091e-023	5.677819e-020	3.842676e-017	9.670339e-005	9.359233e-004	
3.160049e-024	2.323409e-019	1.617807e-016	2.186246e-004	2.115768e-003	
5.946175e-025	5.708843e-020	6.625839e-016	4.876474e-004	4.718912e-003	
8.601209e-026	1.074217e-020	1.628054e-016	1.071986e-003	1.037261e-002	
2.852703e-025	3.562495e-020	5.399221e-016	1.831277e-003	1.771785e-002	
9.474642e-025	1.181454e-019	1.790578e-015	3.075098e-003	2.974873e-002	
4.467624e-024	3.920946e-019	5.938214e-015	5.067775e-003	4.901988e-002	
1.537699e-023	1.839735e-018	1.970715e-014	8.181656e-003	7.912858e-002	
7.394642e-023	6.026366e-018	9.246857e-014	1.291286e-002	1.248652e-001	
3.021381e-021	2.715506e-016	4.115534e-012	3.776224e-001	3.650829e+000	
3.431831e-020	9.005849e-016	1.364861e-011	5.651994e-001	5.463043e+000	
8.913581e-019	2.987445e-015	4.526374e-011	8.198636e-001	7.922351e+000	
2.783754e-017	9.932357e-015	1.501111e-010	1.147948e+000	1.108893e+001	
8.885266e-016	3.373619e-014	4.978237e-010	1.543887e+000	1.490757e+001	
2.842531e-014	1.373819e-013	1.650990e-009	1.982458e+000	1.913284e+001	
9.095848e-013	1.271620e-012	5.476103e-009	2.412177e+000	2.326587e+001	
2.910663e-011	3.032954e-011	1.818697e-008	2.754463e+000	2.654743e+001	
9.314119e-010	9.361800e-010	6.115383e-008	2.914576e+000	2.806560e+001	
2.980518e-008	2.984379e-008	2.296632e-007	2.808849e+000	2.702104e+001	
9.537657e-007	9.546234e-007	1.621003e-006	2.405615e+000	2.312279e+001	
3.052050e-005	3.054669e-005	3.287524e-005	1.764264e+000	1.695718e+001	
9.766561e-004	9.774900e-004	9.890067e-004	1.044967e+000	1.004107e+001	
3.125299e-002	3.127955e-002	3.143766e-002	4.863680e-001	4.292082e+000	
